"age","sample_id","x_ctr","y_ctr","rdnbr","elev_m","slope_deg","aspect_deg","TPH_trees","BA_m2_ha","CC_pct","CH_m","CFL_kg_m2","CBD_kg_m3","CBH_m","CWD_cover_pct","CWD_Mg_ha","Shrub_cover_pct","Shrub_ht_m","age_class","distance","weights"
"young",16.5,523705.247337999,4878193.43050716,708.5,2248.3249365,14.918124665,159.24483485,5385.41659891717,24.2708015302076,64.5405793565423,13.5056295010576,1.47385920512978,0.189593269123535,0.5326887138295,12.6229580620771,40.2869869344931,12.3399756321457,0.635065586436518,0,0.467664476856202,1
"old",44.5,521813.467852496,4875746.32307236,758,2233.7910385,8.458410073,108.1471575,1760.54163038553,24.1864951130458,45.4195439457616,24.1192679342544,1.24672233250062,0.0982341181250125,0.558310820346589,7.65296440756588,37.4833041476854,26.3010677893391,0.607574687602187,1,0.578330287364231,1
