"sample_id","x_ctr","y_ctr","age","rdnbr","elev_m","slope_deg","aspect_deg","TPH_trees","BA_m2_ha","CC_pct","CH_m","CFL_kg_m2","CBD_kg_m3","CBH_m","CWD_cover_pct","CWD_Mg_ha","Shrub_cover_pct","Shrub_ht_m"
35,521238.718803015,4880240.03091441,"old",325,2114.139978,3.945404168,82.76206403,783.626130214096,7.19494420932182,30.0335617723854,11.590363850288,0.160629938867043,0.0388263444388051,1.06998595451365,6.34921241528904,12.2050339662382,9.36497773170221,1.01992526595221
36,523787.612667372,4881824.42183709,"old",927,2094.55282,3.600244318,297.0382959,5508.05214505429,19.1631572734685,42.7454198792736,17.3516089909567,0.844987374654861,0.103157543190808,0.2549432960247,18.7332554368263,183.430371362185,31.315132924802,0.583180179529337
37,522225.794929444,4875615.25402809,"old",415,2091.304835,11.1296876,49.97411369,813.706284104602,22.4879627390907,49.8896264541718,23.8665508543689,1.6001701619977,0.11936950677943,0.683260589226743,5.15119538329271,33.044445523393,34.2362434731704,0.107199216515259
38,517944.749194088,4871911.06313388,"old",905,2414.97037,18.60136299,106.5982114,2119.0853268096,44.8320234538441,49.4967847677036,34.2153322475217,1.02065932550044,0.0371925101685187,0.587259994916914,2.03666100187277,63.4757379373539,11.0849830340013,0.793504166738785
39,517736.885026595,4874722.38391804,"old",15,2343.604405,9.568551493,8.807845893,708.999114171897,32.1029964400782,59.8937016198309,27.1707029296773,2.16940212752504,0.142899667947641,0.307742627560866,5.54863237120774,15.1829713886578,58.1097574838504,0.739371431506981
40,517986.866811991,4872976.74543061,"old",987,2202.511421,5.60096059,333.5270882,1016.71192288959,39.4672117197116,69.3842222547532,24.3652914393474,2.30011208518326,0.171131266027361,0.27456477615931,6.26474625663144,19.6687305682553,62.541174549703,0.826106752478469
41,523608.633147661,4876681.7587955,"old",990,2283.405971,27.74273126,109.5221674,3051.2427540879,26.0988343881044,27.5883452493302,26.3070815331178,0.740577358682624,0.0424611864194961,0.560044339886933,10.9712410141255,172.071683539991,9.88891845971291,0.237968208320957
42,523901.458676762,4881116.1558289,"old",1075,2087.883041,7.681045461,89.35594405,2334.47498667629,23.5908869963692,50.32738400533,15.3723530658724,1.05279066999578,0.093270817565208,0.453182504797216,10.4009042713423,34.9136153409556,24.1511829363477,0.44305049221499
43,522216.008798562,4874917.73344768,"old",320,2146.929904,5.129648056,312.6001341,2029.11350774885,44.5218898767332,64.6576559904032,26.0599360563352,1.45742412889438,0.0538780030962203,1.21451675505831,3.41332714022917,15.9511495005701,33.8986308153761,0
44,518807.943294428,4872229.34190274,"old",820,2413.047404,18.29670079,56.81503051,3228.04064118846,34.5328454902799,38.7058044825057,28.8026786657781,1.23271667205747,0.0579668618327953,0.843596780986964,11.3755417153536,129.027859981908,16.3155653131703,0.452319078649918
45,524803.359205662,4877022.50063166,"old",532,2236.528441,2.288477397,321.2758689,1024.89660579794,17.8539469392679,42.0391373590021,18.2594189696772,1.66989530223554,0.107985753694278,0.680585289179331,6.93251855049044,16.5880538532766,65.4575267075919,0.704815550717008
46,521448.068050321,4869077.34409945,"old",1215,2351.19168,28.4929774,44.82059211,846.565403086016,24.712451176831,42.9765722497451,24.9638967435179,1.5931317803079,0.0768188682463311,0.556577300806245,8.37341026464131,24.8683643582003,51.3704230816311,0.0714294587334244
47,518618.997705783,4874922.6454644,"old",203,2264.668057,8.742265982,241.0331189,1224.41150102723,36.1740536880734,55.6559041826119,24.5550804531636,2.33492236660001,0.148386355532115,0.377215595254939,3.38956909296741,21.8961969708218,28.4509526423304,0.241597890962285
49,524627.026225101,4875844.64092203,"old",415,2231.053636,6.515425464,252.6604464,1206.35778586101,18.1558908660373,24.6632526211035,19.1570445260121,2.09511488037182,0.197390108557988,0.115309359807336,6.62050079226156,120.1074241318,23.2815433197072,0.702092452825576
50,519221.602693422,4874776.04795333,"old",335,2373.464808,20.76995255,9.401533269,1713.48539553968,37.1224825029511,65.2338159405576,25.9392856785859,2.12986883851626,0.155300107173605,0.348782682250857,9.98783825874654,16.5092202985353,60.2865831034424,0.838560080338389
51,521392.395749803,4875301.60131795,"old",263,2187.786187,8.174554164,103.0310076,574.831762385876,24.1353432969743,43.2275512241836,25.8519754449891,1.26072799294377,0.0882799350807666,0.588544395184171,4.38217330473918,46.3298568037602,24.1037213848642,0.203019332464089
52,520633.918893895,4875090.61770666,"old",696,2247.014276,7.51906172,171.9777077,860.778796502029,18.6837427995183,32.6225578683941,23.8732444291614,1.20486968032575,0.116616097397395,0.45513438417572,5.85589792047131,69.2930935409886,22.3464307175368,0.331150312460378
53,523226.224728566,4880766.97616679,"old",1310,2169.032662,4.47703995,48.87806573,2091.86499360865,20.1274020420441,43.3017744668684,15.4039278919878,1.06097475431227,0.101901577920474,0.457961075915571,6.47448664286878,24.3848446932139,18.2721186770016,0.70798448840277
54,525634.963611112,4875641.3527996,"old",1248,2239.303307,8.10407463,258.8250302,1807.59786523139,24.2376469291174,46.6634789192667,20.0723599316633,0.985117370806418,0.065636116134265,0.84420812011511,6.27406824882234,17.2415202621001,22.8776068964283,0.770875548675754
55,518738.226883959,4875698.01512409,"old",646,2429.57966,17.84062285,213.7229559,4685.55595726132,39.5157658877775,48.9954568026471,28.0046300323009,1.14566119465867,0.0905831318285342,0.606258984951622,10.0249670180933,266.778880889825,0,0.403213884543112
57,526219.848072609,4875794.63102062,"old",655,2220.153626,2.088424993,175.8992684,3506.30986743529,19.4980648405711,40.6930676310747,17.0383249263035,0.861444093897966,0.127253154953617,0.224690189976113,14.9235019668895,110.629407769629,11.3265922435585,0.476184349744096
58,526021.552083378,4876459.1721664,"old",932,2245.887063,2.875470755,105.9814474,2112.8693652567,27.5811659908098,28.5117530262562,25.0762938471245,1.66950196494667,0.11154251620246,0.222259286804955,9.19319284431338,30.3941924547653,11.4644958230419,0.77000090906281
59,520220.937699504,4871212.65479532,"old",426,2440.137733,27.44787411,28.64564569,1073.76244332362,20.4007293078582,16.4302385152983,28.0280397760914,1.01681868622465,0.0255178433481348,1.07484298496193,10.3637918293127,67.0965975196426,48.2901647617978,0.448558855481826
60,519952.029618368,4878765.09075649,"old",1132,2332.97584,4.849607271,325.4950073,815.929151178829,32.7817594228739,48.3300624171588,27.1644660120266,1.46539973132835,0.0734635690111341,0.728525563510104,12.7532676382084,42.8073745922147,70.1812041086046,0.631969195675038
