"sample_id","Rmax","Rmin","Rmean","Rsd","Rcv","Rhom","Gmax","Gmin","Gmean","Gsd","Gcv","Ghom","Bmax","Bmin","Bmean","Bsd","Bcv","Bhom","NIRmax","NIRmin","NIRmean","NIRsd","NIRcv","NIRhom","NDVImax","NDVImin","NDVImean","NDVIsd","NDVIcv","NDVIhom","file_name","area","rdnbr","age","elev_m","slope_deg","aspect_deg"
8,165,16,54.3480678343064,25.3375335415846,46.6208543399048,0.439360024678214,165,27,71.9043647484014,26.7568725459627,37.2117501344834,0.373721316388858,155,34,57.9238254100639,15.2881584469553,26.3935579853796,0.594140230839962,185,40,122.892132332499,35.2416579773497,28.6769033203844,0.318061926079545,0.715976331360947,-0.0219435736677116,0.400852799984003,0.138783159163728,34.6219757400388,0.494377935375572,"data/NAIP/FlaggRanch2015/m_4411059_sw_12_h_20150924.tif",899.25,732,"young",2261.61879943848,8.13431393311566,48.7206794755949
11,153,19,71.7657031684269,33.468442423364,46.6357061183069,0.443185837376568,144,28,83.1158977209561,27.3105100980465,32.8583470153156,0.439302053896675,124,33,65.5692051139522,19.8896613555129,30.3338454705174,0.61929570884689,187,44,131.439410783769,32.0504462825212,24.3841980813863,0.443449520981935,0.691176470588235,-0.0204081632653061,0.3203592425918,0.16941952208093,52.8842310620651,0.554598763004661,"data/NAIP/FlaggRanch2015/m_4411059_sw_12_h_20150924.tif",899.5,1000,"young",2250.09399414062,10.4309743568032,72.1904510204373
13,163,18,58.2306196165602,23.0203198643887,39.5330154753188,0.418284530129309,161,33,79.2445123645457,22.5218245651899,28.4206740544803,0.339260000586658,153,36,61.49041400389,17.1193812007564,27.8407317271818,0.6326629087025,177,45,131.823562100584,22.6499632303021,17.182029425832,0.347485884982532,0.659574468085106,-0.0973451327433628,0.403039212470805,0.136618470812272,33.8970667332198,0.515858535705134,"data/NAIP/FlaggRanch2015/m_4411059_sw_12_h_20150924.tif",899.75,680,"young",2327.70191416805,7.88865484579606,31.4383568971034
15,156,14,68.1028349082824,32.1757404555458,47.2458165638457,0.427451354648987,164,23,78.6792662590328,28.3398782605516,36.019499936933,0.445191689898933,146,28,61.2818232351306,20.4307262812706,33.3389661121544,0.556024784417259,183,40,125.931072818232,34.3367714608713,27.2663217206389,0.410141751002613,0.683168316831683,-0.0580645161290323,0.325708654772534,0.149686768297124,45.9572584589933,0.516035457460967,"data/NAIP/FlaggRanch2015/m_4411059_sw_12_h_20150924.tif",899.5,241,"young",2364.20861968614,10.5539484533737,48.5809497816841
20,151,17,58.4359188212399,27.8009194681148,47.5750532017132,0.433173900008964,146,27,74.2465943842091,26.0164675259906,35.0406207069396,0.400890430422243,129,30,57.2657770364192,16.2965421203865,28.4577333335098,0.63306841145884,180,40,124.371142618849,33.5982178991181,27.0144803622847,0.355253767523699,0.671052631578947,-0.0238095238095238,0.380884282113255,0.144847557768233,38.0292820077997,0.526053939927221,"data/NAIP/FlaggRanch2015/m_4411059_sw_12_h_20150924.tif",899.25,709,"young",2251.34607031328,14.6415364052527,73.7251837823782
25,151,20,63.4639977759244,22.083612145495,34.7970706532966,0.51283703417712,148,30,82.006950236308,21.0036202865168,25.6120002341187,0.475644737974862,130,33,60.7297748123436,15.2442602221704,25.1017894752211,0.64196819821952,181,57,147.274673338894,21.5589874433656,14.6386251991585,0.515573721037019,0.664739884393064,0.0104166666666667,0.409667953805864,0.119412333012467,29.1485657843413,0.617675163120096,"data/NAIP/FlaggRanch2015/m_4411059_sw_12_h_20150924.tif",899.25,951,"young",2365.68303802105,8.67025877936501,119.34132489881
26,157,13,50.9972191323693,24.610908016107,48.2593138112619,0.472650075386226,161,26,64.1751946607341,24.0866748944832,37.5326869233803,0.462509557384859,158,34,57.9096218020022,12.6597456188385,21.8612127396086,0.686233540996115,184,23,94.5809232480534,39.5082549826745,41.7719066656369,0.365766810521018,0.661538461538462,-0.140495867768595,0.299073585911098,0.137951518925194,46.1262797598584,0.487263222981531,"data/NAIP/FlaggRanch2015/m_4411059_sw_12_h_20150924.tif",899,235,"young",2135.56218383789,28.4209267965328,279.336979619438
28,127,15,49.5058365758755,21.7147157224762,43.8629406639658,0.448133734983526,130,28,68.2498610339077,24.9375554577336,36.5386171927064,0.405716280884657,102,35,55.5453029460812,11.5853688611342,20.8575131409046,0.663149916135028,182,27,112.050027793218,39.0502943916683,34.8507672516898,0.337330974745668,0.709677419354839,-0.0921052631578947,0.391355255773775,0.117471524273517,30.0165955459717,0.508783263855911,"data/NAIP/FlaggRanch2015/m_4411059_sw_12_h_20150924.tif",899.5,969,"young",2140.18472167969,20.6645555846168,276.804349928044
31,138,13,39.6496106785317,22.4270879172759,56.5631983100884,0.582912020058652,138,25,55.0375417130145,25.1254096867006,45.651402487621,0.555529993135592,113,32,51.464404894327,13.4517987053004,26.1380632554116,0.672279835237596,183,20,77.622914349277,45.163614386965,58.1833531574761,0.449986499545543,0.722543352601156,-0.131782945736434,0.300109469295449,0.151653040039225,50.5325741287847,0.484595851224791,"data/NAIP/FlaggRanch2015/m_4411059_sw_12_h_20150924.tif",899,215,"old",2073.26750225172,9.49822060802239,309.144886496499
34,122,12,43.1364647026126,21.9024170625233,50.7747151128886,0.531296204757734,126,25,59.961367426348,24.1402607843116,40.2596902313205,0.477069141294955,116,31,52.5414118954975,14.1250356885211,26.8836241336931,0.63753164571595,168,23,90.9377431906615,37.3997039056587,41.1267121807124,0.397477064242086,0.694267515923567,-0.0598290598290598,0.361337659841586,0.122092964635011,33.7891612760588,0.487498389261981,"data/NAIP/FlaggRanch2015/m_4411059_sw_12_h_20150924.tif",899.5,1280,"old",2174.56968521933,10.9951298446163,60.1461381500883
