"sample_id","Rmax","Rmin","Rmean","Rsd","Rcv","Rhom","Gmax","Gmin","Gmean","Gsd","Gcv","Ghom","Bmax","Bmin","Bmean","Bsd","Bcv","Bhom","NIRmax","NIRmin","NIRmean","NIRsd","NIRcv","NIRhom","NDVImax","NDVImin","NDVImean","NDVIsd","NDVIcv","NDVIhom","file_name","area","rdnbr","date","weather","prev_fire","elev_m","slope_deg","aspect_deg"
35,172,18,77.817575083426,32.6024493275749,41.8959975206407,0.45477653389587,160,31,84.6804783092325,27.5220375453449,32.5010416743764,0.465477047580087,141,39,78.5186318131257,19.5241567975689,24.8656355144297,0.607082724372555,188,27,117.244160177976,36.6973474060188,31.2999362614842,0.451273071122624,0.714285714285714,-0.0705882352941176,0.218161522648652,0.15086305546167,69.1519996881547,0.535240139602403,"data/NAIP/ColterBay2015/m_4311003_nw_12_h_20150912.tif",899,75,"901","moderate","none",2124.94579591896,12.4737174628188,69.2424026118795
36,182,25,127.958298582152,36.0688677612149,28.1879863681197,0.466498424090061,181,34,127.650542118432,29.9855254821974,23.4903236481184,0.485997459164499,172,40,113.850152905199,30.4173337332408,26.716989794971,0.50671163329482,184,33,148.873227689741,24.2364154801075,16.2799019381895,0.642045086950517,0.56,-0.108910891089109,0.0907822142026554,0.123737269778074,136.3012247111,0.691057279374874,"data/NAIP/ColterBay2015/m_4311003_nw_12_h_20150912.tif",899.25,426,"829","moderate","none",2203.78674317628,33.0102938520495,134.024408138454
37,169,16,95.4226918798665,28.7371644364045,30.1156505546747,0.382634145384608,160,29,93.765850945495,24.6694015565048,26.3095799886089,0.41480791750159,149,36,84.9388209121246,20.1476368683054,23.7201748881699,0.485845377252221,180,28,117.154616240267,27.1181930288309,23.1473533857304,0.460048627534255,0.624309392265193,-0.2,0.113206911884215,0.114211262359212,100.887181231499,0.566948672649759,"data/NAIP/ColterBay2015/m_4311003_nw_12_h_20150912.tif",899,1046,"831","moderate","wilcox",2352.02560309967,18.0631148621933,69.233580672045
38,178,32,90.3701334816463,26.6069435358806,29.4421868274482,0.508845403422437,177,46,100.988320355951,20.6855758567923,20.4831368458078,0.573977469845084,166,44,82.2391546162403,23.8041050621706,28.9449778189596,0.622136928317983,179,91,153.005005561735,11.6302314551152,7.60120978553385,0.667561221207735,0.576158940397351,-0.133603238866397,0.269519626648637,0.137874193765624,51.1555301111207,0.620082621361703,"data/NAIP/ColterBay2015/m_4311003_nw_12_h_20150912.tif",899,498,"828","moderate","wilcox",2287.74108806088,17.7394202252524,158.897927106268
42,183,43,130.853129346314,33.0757736665907,25.2770215216273,0.431990297356903,181,54,133.57719054242,26.0734874393937,19.5194159523168,0.456220870900597,176,56,121.295132127955,30.7538826482839,25.3545893464557,0.466477406669625,184,58,154.043949930459,12.5538246384353,8.14950839945516,0.677277541126374,0.505050505050505,-0.111111111111111,0.0948432161946654,0.146162737588652,154.109849341943,0.660383996375454,"data/NAIP/ColterBay2015/m_4311003_nw_12_h_20150912.tif",898.75,501,"830","moderate","none",2203.09675090434,31.3277119788183,162.566151397214
44,121,11,34.9969410456062,20.7192973172764,59.2031666146938,0.591708964318743,131,21,49.8576195773081,24.5076304499398,49.1552357647938,0.568221725231539,108,27,44.7397107897664,13.2230503141429,29.5555113806579,0.68237350580329,168,17,69.6234705228031,45.8861085668907,65.9060920438634,0.464780371241565,0.671641791044776,-0.148936170212766,0.289540905073489,0.160948432187077,55.5874591005463,0.496921688280087,"data/NAIP/ColterBay2015/m_4311003_nw_12_h_20150912.tif",899,16,"917","moderate","none",2513.3835767397,9.68115167707195,25.2150113470084
47,164,18,106.515842134519,24.366220556284,22.8756775217642,0.429005761256633,165,30,107.537520844914,21.8497181855733,20.3182275487679,0.446536993739896,160,39,102.063090605892,19.4596927959336,19.0663369886334,0.532994943757496,173,22,124.975264035575,22.9905687018665,18.3960953227688,0.544780673968184,0.530864197530864,-0.146919431279621,0.0845889149321241,0.0806180442504549,95.305684338361,0.632578840372061,"data/NAIP/ColterBay2015/m_4311003_nw_12_h_20150912.tif",899.5,531,"827","moderate","wilcox",2158.45441100109,9.45830341399547,232.279378159681
48,170,22,115.997498610339,28.4221374556883,24.5023709960889,0.476981260222168,170,36,115.664813785436,22.9786121285237,19.86655351484,0.504117327326255,166,46,105.90772651473,19.4327920552412,18.348795404024,0.589623616803558,181,29,138.429127292941,23.9089496323335,17.2716176861666,0.630856222609361,0.589041095890411,-0.0778443113772455,0.0971832969693194,0.103969684826548,106.983080497229,0.681637639059474,"data/NAIP/ColterBay2015/m_4311003_nw_12_h_20150912.tif",899.5,158,"917","moderate","none",2080.3013661565,14.7901171698999,111.835026751516
51,92,10,34.7540300166759,16.5005734187752,47.4781583915815,0.56592310976348,113,20,50.5956086714842,20.5324360830175,40.5814587908884,0.509100904419518,91,27,45.3349082823791,11.6161554253875,25.6229820804611,0.645744137806874,164,19,74.6798221234019,38.5333752093964,51.5981079142413,0.401533086860716,0.636363636363636,-0.156626506024096,0.340544451366366,0.139286950717057,40.9012539062656,0.483435840450809,"data/NAIP/ColterBay2015/m_4311003_nw_12_h_20150912.tif",899.5,1279,"911","extreme","none",2526.77105819436,17.7828970208272,10.6749728171116
53,88,9,20.3717699360934,12.1728400764498,59.7534731377599,0.741239324075374,106,18,33.8149485968325,16.8482976887834,49.8249986704449,0.730299970208112,94,24,37.0739094192831,9.48622271356983,25.5873277519414,0.755334625569035,153,11,40.2497916087802,35.3136365823028,87.7361973089058,0.652688965667422,0.661016949152542,-0.225806451612903,0.24421544416562,0.160654540634004,65.7839397434065,0.519326836794244,"data/NAIP/ColterBay2015/m_4311003_nw_12_h_20150912.tif",899.75,270,"824","extreme","none",2267.01218162538,26.739794956473,348.837656466331
60,91,8,28.8732276897415,15.5827672121988,53.9696059603869,0.592804625271736,101,17,45.2021128718376,21.2135446894938,46.9304272338795,0.540594759846749,80,21,39.2149013066444,11.0051166339732,28.0636091569317,0.707649542200476,156,13,68.8115095913261,41.8877817924036,60.8732202522174,0.411738121810299,0.699346405228758,-0.147826086956522,0.368675206179419,0.135044771984904,36.6297406826927,0.51336007412374,"data/NAIP/ColterBay2015/m_4311003_nw_12_h_20150912.tif",899.25,1227,"824","extreme","none",2548.5479953546,31.2766640728741,34.4424689765404
61,165,23,109.58921623124,20.8549997644803,19.0301568728031,0.49553778463723,162,36,106.275708727071,17.7445539730571,16.6967166679898,0.53023143353358,147,42,93.7682045580878,14.5193081554776,15.4842552695814,0.627640844849024,188,43,131.750972762646,17.2670634287884,13.1058337306516,0.642439674634664,0.560693641618497,-0.107913669064748,0.0976056352312488,0.0755042159590363,77.3564106008332,0.686001725817328,"data/NAIP/ColterBay2015/m_4311003_nw_12_h_20150912.tif",899.5,543,"822","extreme","none",2163.16368713379,25.010605713077,71.6741700716925
64,167,23,99.0933852140078,26.2313577981472,26.4713509801854,0.344083891584549,164,39,101.663146192329,23.0190945456533,22.6425163963597,0.361448396177554,157,51,93.5491939966648,18.1100855745351,19.3588900137191,0.52052443420184,184,44,116.152028904947,23.7722714455895,20.4665141622653,0.40106351797506,0.592814371257485,-0.155555555555556,0.0867032235961044,0.100408233534511,115.806805525766,0.576646269464287,"data/NAIP/ColterBay2015/m_4311003_nw_12_h_20150912.tif",899.5,617,"824","extreme","wilcox",2084.88498122431,9.88728813941998,124.065315740791
65,155,10,30.1682892906815,22.0170495033087,72.9807689496978,0.668933608350516,147,20,44.2798331015299,24.1785839088765,54.6040538441892,0.664675627026562,95,27,41.757719054242,11.0741665887835,26.5200466874124,0.778208565194033,168,14,55.3376912378303,41.8185591247105,75.5697575906858,0.570652169828917,0.727272727272727,-0.214285714285714,0.249601136901841,0.160653334054425,64.3640233568341,0.491613676523409,"data/NAIP/ColterBay2015/m_4311003_nw_12_h_20150912.tif",898.75,1278,"911","extreme","none",2321.42133117676,20.731415088884,5.80836189794523
74,115,12,30.7024173381495,16.3171415251319,53.1461133676172,0.664306553799815,127,23,47.2020005557099,20.8098417195966,44.0867791080929,0.596823809496487,125,31,47.7729924979161,12.28510143658,25.7155786025249,0.69876637518715,159,13,63.4378994165046,39.5658620579533,62.3694391237354,0.475820756613718,0.640449438202247,-0.222222222222222,0.301381139306509,0.155879095763401,51.72158288408,0.526819228103061,"data/NAIP/ColterBay2015/m_4311003_nw_12_h_20150912.tif",899.75,846,"822","extreme","none",2177.65937325055,19.6958046419717,336.866807903171
75,167,14,40.044191217343,30.9956276504211,77.4035551927866,0.670953733574766,168,23,49.6750972762646,28.0096650616977,56.3857276532825,0.675892673513876,161,30,54.6998332406893,22.9427120115595,41.9429286202891,0.673507556385112,151,13,39.8735408560311,30.3878435315514,76.2105468417538,0.707519421336333,0.506172839506173,-0.295454545454545,-0.00378241992572749,0.0891426902339036,-2356.76344732555,0.536989138189424,"data/NAIP/ColterBay2015/m_4311003_nw_12_h_20150912.tif",899.5,340,"822","extreme","wilcox",2437.99714904785,40.7276105069656,259.387128887819
6,128,16,48.5746455379483,19.1072525211756,39.3358557938385,0.51616373449463,149,25,62.1198220739505,21.0987755701102,33.9646426304846,0.490131955095125,113,36,55.572699471782,11.231983956325,20.2113340958508,0.693061601073713,181,35,101.926883514039,34.4486841295104,33.7974467008651,0.387693503888815,0.638190954773869,-0.029940119760479,0.353717870589572,0.116284094119931,32.8748145877138,0.543178155936296,"data/NAIP/FlaggRanch2015/m_4411059_ne_12_h_20150924.tif",899.25,1,"917","moderate","none",2112.02120290962,5.52480006958034,239.773743407961
